"","nicheout$RAINFALL"
"240",0.100000001490116
"241",0.300000011920929
"242",0.699999988079071
"243",0.200000002980232
"244",0.300000011920929
"245",10.8999996185303
"246",26.3999996185303
"247",13.3000001907349
"248",23.8999996185303
"249",28
"250",2.40000009536743
"251",0.100000001490116
"252",1.89999997615814
"253",3.09999990463257
"254",19.2999992370605
"255",8.69999980926514
"256",0.899999976158142
"257",8.60000038146973
"258",6.40000009536743
"259",0.100000001490116
"260",1
"261",0.600000023841858
"262",3.5
"263",7.09999990463257
"264",6
"265",0
"266",0.5
"267",11.8999996185303
"268",0.400000005960464
"269",0.200000002980232
"270",1.5
"271",18.2000007629395
"272",10.6999998092651
"273",16.6000003814697
"274",48.4000015258789
"275",11
"276",2.5
"277",0.5
"278",0
"279",5
"280",10.3000001907349
"281",10.1000003814697
"282",3.20000004768372
"283",16.2999992370605
"284",8.30000019073486
"285",0.100000001490116
"286",8.80000019073486
"287",5.30000019073486
"288",5.69999980926514
"289",2.79999995231628
"290",1.29999995231628
"291",0
"292",14.3000001907349
"293",20.7000007629395
"294",0
"295",0.100000001490116
"296",0
"297",7.30000019073486
"298",21.2000007629395
"299",11.5
"300",1.20000004768372
"301",4.30000019073486
"302",1.20000004768372
"303",0
"304",0
"305",0
"306",0.400000005960464
"307",36.9000015258789
"308",0.300000011920929
"309",10
"310",7.5
"311",0.100000001490116
"312",0
"313",0
"314",0
"315",1
"316",23.8999996185303
"317",4.30000019073486
"318",1.70000004768372
"319",0.100000001490116
"320",0
"321",9.89999961853027
"322",0
"323",0
"324",12.6999998092651
"325",1
"326",0
"327",0.100000001490116
"328",0
"329",0.400000005960464
"330",0
"331",0
"332",0
"333",0
"334",0
"335",0.100000001490116
"336",0.300000011920929
"337",0.699999988079071
"338",0.100000001490116
"339",0
"340",0.5
"341",0.300000011920929
"342",0.100000001490116
"343",1.70000004768372
"344",0.5
"345",0
"346",0.100000001490116
"347",0.400000005960464
"348",0.5
"349",0
"350",0
"351",0
"352",0
"353",0
"354",0
"355",0
"356",10.3999996185303
"357",8.10000038146973
"358",23.2000007629395
"359",9.60000038146973
"360",4.40000009536743
"361",8.80000019073486
"362",1.79999995231628
"363",1.60000002384186
"364",0.200000002980232
"365",0
"366",0.100000001490116
"367",0
"368",0.699999988079071
"369",0
"370",1.20000004768372
"371",4.5
"372",0
"373",10.8999996185303
"374",0.100000001490116
"375",0.100000001490116
"376",0
"377",0
"378",1.20000004768372
"379",0.200000002980232
"380",7.30000019073486
"381",2.09999990463257
"382",0
"383",0.699999988079071
"384",0
"385",0
"386",0
"387",0
"388",0
"389",0
"390",8.60000038146973
"391",0.699999988079071
"392",13.6999998092651
"393",0.699999988079071
"394",0
"395",0.5
"396",0
"397",0
"398",0
"399",0
"400",0
"401",0
"402",0.100000001490116
"403",0
"404",0
"405",0.400000005960464
"406",0
"407",0
"408",0
"409",11.3999996185303
"410",4.19999980926514
"411",0.899999976158142
"412",0.100000001490116
"413",0
"414",0
"415",0
"416",0.100000001490116
"417",0.5
"418",0
"419",0.300000011920929
"420",0
"421",0
"422",0
"423",0
"424",0
"425",0.800000011920929
"426",0
"427",0
"428",0
"429",0
"430",0
"431",0.100000001490116
"432",0
"433",0
"434",0
"435",3.20000004768372
"436",1.5
"437",10.5
"438",0.699999988079071
"439",0
"440",0.100000001490116
"441",71.3000030517578
"442",5.59999990463257
"443",0.100000001490116
"444",0.300000011920929
"445",2.20000004768372
"446",6.30000019073486
"447",29.2999992370605
"448",4.5
"449",24.2000007629395
"450",5
"451",3.79999995231628
"452",1.5
"453",0.100000001490116
"454",0
"455",0.100000001490116
"456",0
"457",1.70000004768372
"458",0
"459",0
"460",0.100000001490116
"461",0
"462",0
"463",0
"464",20.3999996185303
"465",1
"466",8.5
"467",11.1000003814697
"468",0.200000002980232
"469",0
"470",0
"471",0.100000001490116
"472",0
"473",0
"474",38.7000007629395
"475",2.40000009536743
"476",0.200000002980232
"477",0.100000001490116
"478",0.899999976158142
"479",4.09999990463257
"480",15.8999996185303
"481",1.5
"482",7.5
"483",0.400000005960464
"484",0
"485",0.200000002980232
"486",0.699999988079071
"487",0.200000002980232
"488",0.300000011920929
"489",0
"490",0.200000002980232
"491",0.100000001490116
"492",0.200000002980232
"493",0.400000005960464
"494",0.200000002980232
"495",4.09999990463257
"496",0.100000001490116
"497",0.200000002980232
"498",0.300000011920929
"499",0.100000001490116
"500",0.200000002980232
"501",27.2000007629395
"502",24.3999996185303
"503",2.40000009536743
"504",0.699999988079071
"505",0.100000001490116
"506",0.100000001490116
"507",0.100000001490116
"508",0.100000001490116
"509",1.60000002384186
"510",0.400000005960464
"511",0
"512",19.3999996185303
"513",4
"514",0.200000002980232
"515",0.600000023841858
"516",0.600000023841858
"517",0.200000002980232
"518",3.40000009536743
"519",1.60000002384186
"520",1.79999995231628
"521",0.400000005960464
"522",2
"523",18
"524",18
"525",12.6999998092651
"526",0.699999988079071
"527",2.59999990463257
"528",20.7000007629395
"529",6.09999990463257
"530",7.5
"531",2.20000004768372
"532",0.899999976158142
"533",0.5
"534",0.5
"535",0
"536",7.5
"537",8
"538",1
"539",5.5
"540",6.19999980926514
"541",19
"542",33.5999984741211
"543",9.30000019073486
"544",0.600000023841858
"545",9
"546",1.20000004768372
"547",0
"548",3.40000009536743
"549",0.400000005960464
"550",0.300000011920929
"551",0.300000011920929
"552",17.6000003814697
"553",7.80000019073486
"554",1
"555",0
"556",0.600000023841858
"557",0.200000002980232
"558",0.5
"559",11.1000003814697
"560",5.09999990463257
"561",3.40000009536743
"562",1.70000004768372
"563",4.09999990463257
"564",7.59999990463257
"565",2.90000009536743
"566",0.200000002980232
"567",0.699999988079071
"568",0
"569",0.400000005960464
"570",0.300000011920929
"571",0.100000001490116
"572",0.200000002980232
"573",0.400000005960464
"574",0.5
"575",0.200000002980232
"576",0.100000001490116
"577",0.300000011920929
"578",30
"579",0.699999988079071
"580",0.300000011920929
"581",1.5
"582",0.899999976158142
"583",6.40000009536743
"584",2.40000009536743
"585",6.19999980926514
"586",7.90000009536743
"587",10.6000003814697
"588",0.300000011920929
"589",1.20000004768372
"590",1
"591",4.5
"592",17.5
"593",22.6000003814697
"594",41.9000015258789
"595",34.2000007629395
"596",18.3999996185303
"597",24.3999996185303
"598",17.3999996185303
"599",2.79999995231628
"600",1.29999995231628
"601",0.100000001490116
"602",0.800000011920929
"603",3.29999995231628
"604",0.400000005960464
"605",0.5
"606",2
"607",0.300000011920929
"608",0.200000002980232
"609",4
"610",4.80000019073486
"611",0.5
"612",1.5
"613",0.300000011920929
"614",0.100000001490116
"615",0.100000001490116
"616",16.3999996185303
"617",30.1000003814697
"618",5.90000009536743
"619",0
"620",0
"621",0.100000001490116
"622",0.400000005960464
"623",1
"624",5.80000019073486
"625",8.39999961853027
"626",1
"627",0.300000011920929
"628",1.60000002384186
"629",0.200000002980232
"630",0
"631",17.3999996185303
"632",3.70000004768372
"633",26.1000003814697
"634",1.10000002384186
"635",0.300000011920929
"636",0
"637",0
"638",0.100000001490116
"639",32.7000007629395
"640",1.89999997615814
"641",0
"642",14.5
"643",0.200000002980232
"644",1.20000004768372
"645",3.09999990463257
"646",5.90000009536743
"647",0
"648",0
"649",0
"650",28.1000003814697
"651",3.79999995231628
"652",0.300000011920929
"653",1.5
"654",1
"655",1.5
"656",2.90000009536743
"657",4.80000019073486
"658",3.40000009536743
"659",0.100000001490116
"660",0
"661",0.100000001490116
"662",25.8999996185303
"663",8.10000038146973
"664",20.5
"665",3.70000004768372
"666",6.40000009536743
"667",15.8999996185303
"668",3.70000004768372
"669",6.59999990463257
"670",1.60000002384186
"671",3.20000004768372
"672",0
"673",0.100000001490116
"674",0
"675",20
"676",5.09999990463257
"677",0
"678",0
"679",9.19999980926514
"680",0.300000011920929
"681",9.69999980926514
"682",0.800000011920929
"683",0
"684",0
"685",0.600000023841858
"686",2.59999990463257
"687",20.2000007629395
"688",4.30000019073486
"689",0
"690",0.200000002980232
"691",0.300000011920929
"692",0.200000002980232
"693",50.5
"694",20.7999992370605
"695",12.3000001907349
"696",2.40000009536743
"697",0
"698",0
"699",0.300000011920929
"700",0.400000005960464
"701",1.20000004768372
"702",0.300000011920929
"703",0
"704",0
"705",0
"706",6.80000019073486
"707",0.600000023841858
"708",3.09999990463257
"709",10.3000001907349
"710",8.69999980926514
"711",0.800000011920929
"712",0
"713",0
"714",0.5
"715",0
"716",0
"717",5.40000009536743
"718",8.10000038146973
"719",4.5
"720",5.09999990463257
"721",0.899999976158142
"722",4.19999980926514
"723",3.20000004768372
"724",15.6000003814697
"725",11.5
"726",1.29999995231628
"727",0.200000002980232
"728",0.100000001490116
"729",0.800000011920929
"730",0
"731",14.1000003814697
"732",12.1000003814697
"733",2.20000004768372
"734",1.5
"735",1.20000004768372
"736",0
"737",18.2999992370605
"738",6.5
"739",0.699999988079071
"740",0
"741",0
"742",0.699999988079071
"743",0.200000002980232
"744",0
"745",0.5
"746",0.899999976158142
"747",0
"748",0
"749",0
"750",0
"751",0.800000011920929
"752",0.600000023841858
"753",7.59999990463257
"754",0.300000011920929
"755",0
"756",0.699999988079071
"757",0
"758",36.5
"759",15.1000003814697
"760",0
"761",0
"762",0
"763",3.70000004768372
"764",1.5
"765",0.100000001490116
"766",0
"767",0
"768",0.899999976158142
"769",6.09999990463257
"770",4.80000019073486
"771",1.60000002384186
"772",0.899999976158142
"773",0
"774",0
"775",0
"776",0
"777",5.5
"778",0
"779",0
"780",0.100000001490116
"781",0.600000023841858
"782",17.8999996185303
"783",4.40000009536743
"784",0.200000002980232
"785",0
"786",0.100000001490116
"787",0
"788",0
"789",0.5
"790",1
"791",0.200000002980232
"792",0.100000001490116
"793",0
"794",0.100000001490116
"795",0
"796",0.699999988079071
"797",1.39999997615814
"798",0
"799",0
"800",0
"801",13.8999996185303
"802",0.100000001490116
"803",0
"804",0
"805",0.5
"806",0.600000023841858
"807",0
"808",0.100000001490116
"809",4.30000019073486
"810",9.89999961853027
"811",0.200000002980232
"812",0
"813",0
"814",0
"815",0.5
"816",0.100000001490116
"817",0.100000001490116
"818",0.300000011920929
"819",0
"820",0
"821",0
"822",0
"823",0
"824",3.5
"825",0.400000005960464
"826",0
"827",0.400000005960464
"828",0
"829",0.300000011920929
"830",0
"831",0.400000005960464
"832",0
"833",3.29999995231628
"834",0
"835",0.100000001490116
"836",0.100000001490116
"837",0
"838",0.200000002980232
"839",3.09999990463257
"840",0.400000005960464
"841",0.200000002980232
"842",0.300000011920929
"843",0.5
"844",0
"845",13.8000001907349
"846",1.79999995231628
"847",2
"848",0.100000001490116
"849",0.200000002980232
"850",0.100000001490116
"851",0.100000001490116
"852",0.100000001490116
"853",0.100000001490116
"854",0.100000001490116
"855",0.100000001490116
"856",0.200000002980232
"857",0.100000001490116
"858",0
"859",0.100000001490116
"860",14.8000001907349
"861",0.300000011920929
"862",0
"863",2.40000009536743
"864",0.200000002980232
"865",0.200000002980232
"866",17.2000007629395
"867",21.8999996185303
"868",0.600000023841858
"869",2.29999995231628
"870",0.200000002980232
"871",0.899999976158142
"872",1.79999995231628
"873",0.300000011920929
"874",0.200000002980232
"875",0.200000002980232
"876",0.200000002980232
"877",0.200000002980232
"878",0.400000005960464
"879",0.100000001490116
"880",0.100000001490116
"881",0.200000002980232
"882",0.699999988079071
"883",0.300000011920929
"884",0
"885",0.100000001490116
"886",0
"887",0
"888",9.39999961853027
"889",14
"890",13.8000001907349
"891",12.3000001907349
"892",13.1999998092651
"893",20.3999996185303
"894",19
"895",0.400000005960464
"896",9.60000038146973
"897",1.39999997615814
"898",3.79999995231628
"899",2.59999990463257
"900",0.300000011920929
"901",8.30000019073486
"902",5.59999990463257
"903",3.09999990463257
"904",2.20000004768372
"905",3.29999995231628
"906",22.2999992370605
"907",28.1000003814697
"908",10.3999996185303
"909",20
"910",2.79999995231628
"911",0.800000011920929
"912",0.600000023841858
"913",1.10000002384186
"914",12.6000003814697
"915",8.60000038146973
"916",10
"917",14.8999996185303
"918",3.90000009536743
"919",12.1000003814697
"920",21.6000003814697
"921",9.5
"922",0.300000011920929
"923",8.89999961853027
"924",0.200000002980232
"925",7.5
"926",0.800000011920929
"927",15.3999996185303
"928",16.5
"929",2.40000009536743
"930",0.400000005960464
"931",16.2999992370605
"932",3.29999995231628
"933",0.100000001490116
"934",7.30000019073486
"935",4.19999980926514
"936",1
"937",4.69999980926514
"938",3.70000004768372
"939",4.09999990463257
"940",10.8000001907349
"941",0.400000005960464
"942",0.5
"943",13.5
"944",13.3999996185303
"945",2.79999995231628
"946",3.70000004768372
"947",0.600000023841858
"948",28.1000003814697
"949",22.1000003814697
"950",1.20000004768372
"951",0.899999976158142
"952",0
"953",10.3999996185303
"954",10.6999998092651
"955",7.5
"956",1.70000004768372
"957",0.400000005960464
"958",0.100000001490116
"959",0.200000002980232
"960",0.200000002980232
"961",0.200000002980232
"962",0.200000002980232
"963",1.20000004768372
"964",1.60000002384186
"965",3.29999995231628
"966",0.699999988079071
"967",0.400000005960464
"968",0.300000011920929
"969",0.200000002980232
"970",0.100000001490116
"971",0
"972",20.5
"973",7.5
"974",1.70000004768372
"975",3.79999995231628
"976",23.7999992370605
"977",20.6000003814697
"978",4.80000019073486
"979",13.6000003814697
"980",17.3999996185303
"981",12.8999996185303
"982",20.2000007629395
"983",13.3999996185303
"984",2.79999995231628
"985",0.400000005960464
"986",0.200000002980232
"987",0
"988",0
"989",38.5
"990",10.8000001907349
"991",18.7999992370605
"992",22.2999992370605
"993",3.40000009536743
"994",14.8999996185303
"995",0.200000002980232
"996",0
"997",0.100000001490116
"998",10.6000003814697
"999",17.8999996185303
"1000",10.8999996185303
"1001",1.10000002384186
"1002",1.89999997615814
"1003",1.29999995231628
"1004",0
"1005",0.200000002980232
"1006",0.200000002980232
"1007",0
"1008",0
"1009",4.40000009536743
"1010",5.69999980926514
"1011",16.6000003814697
"1012",5.5
"1013",0.899999976158142
"1014",0.300000011920929
"1015",0.100000001490116
"1016",6
"1017",28
"1018",8.60000038146973
"1019",4.5
"1020",0.800000011920929
"1021",0
"1022",22.6000003814697
"1023",16
"1024",0.5
"1025",0
"1026",40.2999992370605
"1027",4.30000019073486
"1028",0.899999976158142
"1029",1.29999995231628
"1030",1.5
"1031",0.100000001490116
"1032",0
"1033",0.100000001490116
"1034",1.20000004768372
"1035",7.59999990463257
"1036",0
"1037",6.5
"1038",1.60000002384186
"1039",1.29999995231628
"1040",0.899999976158142
"1041",0
"1042",0
"1043",5.90000009536743
"1044",0.899999976158142
"1045",0
"1046",0
"1047",5.19999980926514
"1048",1
"1049",0.5
"1050",0
"1051",0
"1052",0
"1053",0
"1054",0
"1055",3.79999995231628
"1056",0
"1057",0.200000002980232
"1058",0
"1059",4.19999980926514
"1060",2
"1061",0.200000002980232
"1062",0
"1063",0
"1064",3
"1065",0.400000005960464
"1066",0
"1067",0
"1068",0
"1069",20.3999996185303
"1070",5.80000019073486
"1071",0.800000011920929
"1072",0.699999988079071
"1073",2.20000004768372
"1074",1.5
"1075",0
"1076",0.100000001490116
"1077",0.100000001490116
"1078",0
"1079",0
"1080",0
"1081",0.100000001490116
"1082",0
"1083",0
"1084",0
"1085",0
"1086",0
"1087",0.100000001490116
"1088",0
"1089",0.899999976158142
"1090",0.300000011920929
"1091",0
"1092",0
"1093",0
"1094",2
"1095",6.80000019073486
"1096",34.5
"1097",10.8999996185303
"1098",0.699999988079071
"1099",0.100000001490116
"1100",0
"1101",0
"1102",0
"1103",0
"1104",0.300000011920929
"1105",1
"1106",0
"1107",0
"1108",0
"1109",0
"1110",0.100000001490116
"1111",0.300000011920929
"1112",0
"1113",0
"1114",0
"1115",0.899999976158142
"1116",2.70000004768372
"1117",0
"1118",0
"1119",0
"1120",0
"1121",0
"1122",0
"1123",0
"1124",0
"1125",20.8999996185303
"1126",15.3000001907349
"1127",1.10000002384186
"1128",0
"1129",0
"1130",0
"1131",0
"1132",0.600000023841858
"1133",0
"1134",0
"1135",0
"1136",0
"1137",0
"1138",0
"1139",0
"1140",0
"1141",0
"1142",0
"1143",0.400000005960464
"1144",0.100000001490116
"1145",0.200000002980232
"1146",0
"1147",0
"1148",1
"1149",0
"1150",0
"1151",0.100000001490116
"1152",0
"1153",0
"1154",0.699999988079071
"1155",1
"1156",2.20000004768372
"1157",1
"1158",0
"1159",0.800000011920929
"1160",0
"1161",0
"1162",11.1999998092651
"1163",1.70000004768372
"1164",1.39999997615814
"1165",0.100000001490116
"1166",0
"1167",0
"1168",0.100000001490116
"1169",0.200000002980232
"1170",0.100000001490116
"1171",0.300000011920929
"1172",0
"1173",0.100000001490116
"1174",55.5
"1175",20.5
"1176",0.899999976158142
"1177",0.899999976158142
"1178",0
"1179",0
"1180",0.100000001490116
"1181",0
"1182",0
"1183",4
"1184",4.5
"1185",0.100000001490116
"1186",0
"1187",1.60000002384186
"1188",5.30000019073486
"1189",0.200000002980232
"1190",0
"1191",0
"1192",0
"1193",17.2000007629395
"1194",0.800000011920929
"1195",0
"1196",0.200000002980232
"1197",22.7000007629395
"1198",116.400001525879
"1199",59.7999992370605
"1200",8.5
"1201",2
"1202",0.300000011920929
"1203",0.200000002980232
"1204",0.100000001490116
"1205",0
"1206",0
"1207",0.100000001490116
"1208",0
"1209",0.300000011920929
"1210",0.300000011920929
"1211",0.200000002980232
"1212",0.800000011920929
"1213",0.699999988079071
"1214",0.699999988079071
"1215",2
"1216",0.899999976158142
"1217",0.899999976158142
"1218",0.800000011920929
"1219",1.79999995231628
"1220",0
"1221",0
"1222",0
"1223",0
"1224",7.69999980926514
"1225",5.90000009536743
"1226",0.300000011920929
"1227",0.200000002980232
"1228",0.200000002980232
"1229",1.60000002384186
"1230",3
"1231",14.6999998092651
"1232",7.80000019073486
"1233",34.4000015258789
"1234",42
"1235",14.3999996185303
"1236",1.39999997615814
"1237",10.6000003814697
"1238",0.899999976158142
"1239",4.69999980926514
"1240",0.100000001490116
"1241",0
"1242",0.200000002980232
"1243",0.400000005960464
"1244",0.300000011920929
"1245",0
"1246",0
"1247",12.8000001907349
"1248",6.5
"1249",18
"1250",3.5
"1251",47.5999984741211
"1252",36.5
"1253",26.7999992370605
"1254",5.30000019073486
"1255",0.300000011920929
"1256",0.200000002980232
"1257",0.800000011920929
"1258",0.100000001490116
"1259",19.7000007629395
"1260",22.5
"1261",4.5
"1262",2.5
"1263",0.5
"1264",0
"1265",0.100000001490116
"1266",0.100000001490116
"1267",0.200000002980232
"1268",0.800000011920929
"1269",0.400000005960464
"1270",0.400000005960464
"1271",0.300000011920929
"1272",1.70000004768372
"1273",0
"1274",9.69999980926514
"1275",0.300000011920929
"1276",6.09999990463257
"1277",1.10000002384186
"1278",0.300000011920929
"1279",0.200000002980232
"1280",0.400000005960464
"1281",13
"1282",1.20000004768372
"1283",8.80000019073486
"1284",12.3999996185303
"1285",0.200000002980232
"1286",0.300000011920929
"1287",0.100000001490116
"1288",24.3999996185303
"1289",8.19999980926514
"1290",1.10000002384186
"1291",18.5
"1292",3.59999990463257
"1293",0.5
"1294",0.200000002980232
"1295",0.5
"1296",0.100000001490116
"1297",0.800000011920929
"1298",13.5
"1299",12.3999996185303
"1300",42.7000007629395
"1301",22.6000003814697
"1302",1.20000004768372
"1303",0.300000011920929
"1304",4.59999990463257
"1305",11.5
"1306",1.60000002384186
"1307",0.800000011920929
"1308",0.200000002980232
"1309",0.899999976158142
"1310",0.300000011920929
"1311",0.200000002980232
"1312",0.800000011920929
"1313",18
"1314",10.5
"1315",5.09999990463257
"1316",4.19999980926514
"1317",0.5
"1318",0.300000011920929
"1319",19.2999992370605
"1320",18.2999992370605
"1321",5.59999990463257
"1322",2.09999990463257
"1323",1
"1324",0.100000001490116
"1325",4.09999990463257
"1326",0.300000011920929
"1327",0.300000011920929
"1328",0.300000011920929
"1329",19.6000003814697
"1330",6.40000009536743
"1331",40.5
"1332",27.1000003814697
"1333",5.40000009536743
"1334",1.39999997615814
"1335",0.800000011920929
"1336",2.90000009536743
"1337",27.2999992370605
"1338",8.69999980926514
"1339",1.10000002384186
"1340",0.100000001490116
"1341",12.6999998092651
"1342",1.29999995231628
"1343",9.19999980926514
"1344",2.59999990463257
"1345",0.600000023841858
"1346",0.300000011920929
"1347",0.200000002980232
"1348",6.40000009536743
"1349",6
"1350",2.59999990463257
"1351",2.59999990463257
"1352",19.6000003814697
"1353",3.09999990463257
"1354",10.5
"1355",9.19999980926514
"1356",13.6999998092651
"1357",21.7000007629395
"1358",15.1999998092651
"1359",4.69999980926514
"1360",5.30000019073486
"1361",21.6000003814697
"1362",14.5
"1363",28
"1364",18.5
"1365",1.29999995231628
"1366",0.400000005960464
"1367",12
"1368",1.29999995231628
"1369",0.300000011920929
"1370",0.300000011920929
"1371",0.200000002980232
"1372",0
"1373",0
"1374",0.100000001490116
"1375",0
"1376",1.39999997615814
"1377",2.90000009536743
"1378",11.1999998092651
"1379",2.59999990463257
"1380",1.5
"1381",0.200000002980232
"1382",0
"1383",0.100000001490116
"1384",5.69999980926514
"1385",0
"1386",0
"1387",12.3000001907349
"1388",13.3000001907349
"1389",6.40000009536743
"1390",2.40000009536743
"1391",0.300000011920929
"1392",0
"1393",0
"1394",1.70000004768372
"1395",0.800000011920929
"1396",0.400000005960464
"1397",3.40000009536743
"1398",3.09999990463257
"1399",0.5
"1400",1.89999997615814
"1401",0.699999988079071
"1402",0.300000011920929
"1403",0.200000002980232
"1404",0
"1405",0.300000011920929
"1406",0.100000001490116
"1407",0.100000001490116
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",0
"1415",0.5
"1416",0.100000001490116
"1417",0
"1418",0.200000002980232
"1419",0.200000002980232
"1420",1.60000002384186
"1421",2.59999990463257
"1422",0.5
"1423",0.5
"1424",2.90000009536743
"1425",1.10000002384186
"1426",0.200000002980232
"1427",0
"1428",0
"1429",0
"1430",0.200000002980232
"1431",2.29999995231628
"1432",1.79999995231628
"1433",0.5
"1434",0.899999976158142
"1435",0.100000001490116
"1436",0
"1437",0
"1438",1.60000002384186
"1439",0
"1440",6.90000009536743
"1441",2.40000009536743
"1442",18.2000007629395
"1443",0.200000002980232
"1444",0
"1445",0
"1446",0
"1447",7.5
"1448",11.1999998092651
"1449",0.100000001490116
"1450",2.70000004768372
"1451",27.7000007629395
"1452",4.09999990463257
"1453",0
"1454",0
"1455",0.300000011920929
"1456",1
"1457",0
"1458",0
"1459",0
"1460",0
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",12.3999996185303
"1468",12.6000003814697
"1469",5.19999980926514
"1470",0.699999988079071
"1471",4.09999990463257
"1472",0.100000001490116
"1473",0
"1474",2.79999995231628
"1475",0
"1476",0
"1477",0.100000001490116
"1478",1.70000004768372
"1479",0
"1480",0
"1481",0.200000002980232
"1482",0.800000011920929
"1483",0.100000001490116
"1484",0
"1485",0.200000002980232
"1486",3.59999990463257
"1487",1
"1488",111.400001525879
"1489",39.5999984741211
"1490",21.7000007629395
"1491",1.89999997615814
"1492",2.40000009536743
"1493",12.6000003814697
"1494",16.1000003814697
"1495",0.100000001490116
"1496",0
"1497",0
"1498",0
"1499",0.400000005960464
"1500",0
"1501",0
"1502",0
"1503",0.200000002980232
"1504",0.200000002980232
"1505",0
"1506",2.29999995231628
